61,80,62,80
46,80,45,80
30,83,30,84
78,86,79,86
62,81,63,81
47,87,47,86
31,84,31,85
79,81,80,81
45,80,44,80
29,83,29,84
93,87,93,88
77,86,78,86
61,81,62,81
46,87,46,86
30,84,30,85
78,81,79,81
47,86,47,85
31,85,31,86
79,80,80,80
48,87,48,86
32,86,32,87
80,81,81,81
64,80,65,80
45,87,45,86
29,84,29,85
77,81,78,81
46,86,46,85
30,85,30,86
78,80,79,80
48,86,47,86
32,87,32,88
80,80,80,81
64,81,65,81
45,86,45,85
29,85,29,86
77,80,78,80
50,95,50,94
34,94,33,94
49,95,49,94
33,94,32,94
63,94,62,94
47,95,47,94
31,92,30,92
48,95,48,94
32,94,31,94
96,90,96,91
63,95,62,95
47,94,47,93
31,93,30,93
95,89,94,89
62,94,61,94
46,95,46,94
30,92,29,92
62,95,61,95
46,94,46,93
30,93,29,93
94,89,93,89
61,94,60,94
45,95,45,94
29,92,28,92
93,88,93,89
61,95,60,95
45,94,45,93
29,93,28,93
93,89,93,90
60,94,59,94
28,92,27,92
60,95,59,95
28,93,27,93
59,94,58,94
27,92,27,93
59,95,58,95
27,93,26,93
52,97,52,96
20,99,19,99
52,96,52,95
20,98,19,98
51,97,51,96
19,99,18,99
52,99,52,98
20,97,19,97
51,96,51,95
19,98,18,98
50,97,50,96
18,99,17,99
52,98,52,97
20,96,19,96
51,99,51,98
19,97,18,97
50,96,50,95
18,98,17,98
49,97,49,96
17,99,16,99
52,93,52,92
20,95,19,95
51,98,51,97
19,96,18,96
50,99,50,98
18,97,17,97
49,96,49,95
17,98,16,98
48,97,48,96
16,99,15,99
52,92,51,92
20,94,19,94
51,93,51,92
19,95,18,95
50,98,50,97
18,96,17,96
49,99,49,98
17,97,16,97
48,96,48,95
16,98,15,98
63,96,62,96
47,97,47,96
15,99,14,99
53,96,53,95
21,98,20,98
5,99,5,98
51,92,51,91
19,94,18,94
50,93,50,92
34,92,33,92
18,95,17,95
49,98,49,97
17,96,16,96
48,99,48,98
16,97,15,97
63,97,62,97
47,96,47,95
15,98,14,98
62,96,61,96
46,97,46,96
30,98,29,98
14,99,14,98
54,96,54,95
22,98,21,98
6,99,6,98
53,97,53,96
21,99,20,99
5,98,5,97
50,92,50,91
34,93,33,93
18,94,17,94
49,93,49,92
33,92,32,92
17,95,16,95
48,98,48,97
16,96,15,96
63,98,62,98
47,99,47,98
15,97,14,97
61,96,60,96
45,97,45,96
29,98,28,98
13,99,13,98
62,97,61,97
46,96,46,95
30,99,29,99
14,98,13,98
55,96,55,95
23,98,22,98
7,99,7,98
54,97,54,96
22,99,21,99
6,98,6,97
53,98,53,97
21,96,20,96
5,97,5,96
49,92,49,91
33,93,32,93
17,94,16,94
48,93,48,92
32,92,31,92
16,95,15,95
63,99,62,99
47,98,47,97
15,96,14,96
60,96,59,96
28,98,27,98
12,99,12,98
62,98,61,98
46,99,46,98
30,96,29,96
14,97,13,97
61,97,60,97
45,96,45,95
29,99,28,99
13,98,13,97
56,96,55,96
24,98,23,98
8,99,8,98
55,97,55,96
23,99,22,99
7,98,7,97
54,98,54,97
22,96,21,96
6,97,6,96
53,99,53,98
21,97,20,97
5,96,5,95
48,92,48,91
32,93,31,93
16,94,15,94
47,93,47,92
31,94,30,94
15,95,14,95
59,96,58,96
27,98,26,98
11,99,11,98
62,99,61,99
46,98,46,97
30,97,29,97
14,96,13,96
60,97,59,97
28,99,27,99
12,98,12,97
61,98,60,98
45,99,45,98
29,96,28,96
13,97,12,97
57,96,56,96
25,98,24,98
9,99,9,98
56,97,56,96
24,99,23,99
8,98,8,97
55,98,55,97
23,96,22,96
7,97,7,96
54,99,54,98
22,97,21,97
6,96,6,95
53,92,52,92
21,94,20,94
5,95,6,95
47,92,47,91
15,94,14,94
95,91,94,91
58,96,57,96
26,98,25,98
10,99,10,98
46,93,46,92
30,94,29,94
14,95,13,95
59,97,58,97
27,99,26,99
11,98,11,97
61,99,60,99
45,98,45,97
29,97,28,97
13,96,12,96
60,98,59,98
28,96,27,96
12,97,12,96
57,97,56,97
25,99,24,99
9,98,9,97
56,98,56,97
24,96,23,96
8,97,8,96
55,99,55,98
23,97,22,97
7,96,7,95
53,93,52,93
21,95,20,95
5,94,6,94
54,92,53,92
22,94,21,94
6,95,6,94
46,92,46,91
30,95,29,95
14,94,13,94
94,91,93,91
58,97,57,97
26,99,25,99
10,98,10,97
45,93,45,92
29,94,28,94
13,95,12,95
93,90,93,91
59,98,58,98
27,96,26,96
11,97,11,96
60,99,59,99
28,97,27,97
12,96,11,96
57,98,57,97
25,96,24,96
9,97,9,96
56,99,56,98
24,97,23,97
8,96,8,95
53,94,53,93
5,93,6,93
55,92,54,92
23,94,22,94
7,95,7,94
54,93,53,93
22,95,21,95
6,94,7,94
45,92,45,91
29,95,28,95
13,94,12,94
93,91,93,92
58,98,57,98
26,96,25,96
10,97,10,96
28,94,27,94
12,95,11,95
59,99,58,99
27,97,26,97
11,96,11,95
57,99,57,98
25,97,24,97
9,96,9,95
53,95,53,94
5,92,6,92
56,92,55,92
24,94,23,94
8,95,8,94
54,94,53,94
6,93,7,93
55,93,54,93
23,95,22,95
7,94,7,93
28,95,27,95
12,94,11,94
58,99,58,98
26,97,25,97
10,96,10,95
27,94,26,94
11,95,10,95
57,92,56,92
25,94,24,94
9,95,9,94
54,95,54,94
6,92,7,92
56,93,55,93
24,95,23,95
8,94,8,93
55,94,54,94
7,93,8,93
27,95,26,95
11,94,10,94
58,92,57,92
26,94,25,94
10,95,10,94
57,93,56,93
25,95,24,95
9,94,9,93
55,95,54,95
7,92,8,92
56,94,55,94
8,93,8,92
58,93,57,93
26,95,25,95
10,94,10,93
71,95,70,95
7,91,8,91
87,94,86,94
57,94,56,94
9,93,9,92
56,95,55,95
8,92,9,92
71,94,70,94
7,90,8,90
87,95,86,95
58,94,57,94
26,92,26,93
10,93,10,92
72,95,71,95
8,91,9,91
88,94,87,94
57,95,56,95
9,92,9,91
55,90,54,90
7,89,8,89
72,94,71,94
8,90,9,90
88,95,87,95
58,95,57,95
26,93,26,94
10,92,10,91
73,95,72,95
9,91,10,91
89,94,88,94
55,91,54,91
7,88,8,88
56,90,55,90
8,89,9,89
73,94,72,94
9,90,10,90
89,95,88,95
74,95,73,95
26,90,26,91
10,91,11,91
90,94,89,94
7,87,8,87
87,82,88,82
71,83,71,82
56,91,55,91
8,88,9,88
57,90,56,90
9,89,10,89
74,94,73,94
26,91,26,92
10,90,11,90
90,95,89,95
75,95,74,95
27,90,27,91
11,91,12,91
91,94,90,94
7,86,8,86
87,83,88,83
71,82,71,81
8,87,9,87
88,82,88,83
72,83,72,82
57,91,56,91
9,88,10,88
58,90,57,90
10,89,11,89
75,94,74,94
27,91,27,92
11,90,12,90
91,95,90,95
76,95,75,95
28,90,28,91
12,91,12,90
92,94,91,94
8,86,9,86
88,83,89,83
72,82,72,81
9,87,10,87
89,82,89,83
73,83,73,82
58,91,57,91
10,88,11,88
11,89,12,89
77,95,76,95
45,89,45,88
29,90,29,91
13,91,13,90
93,94,92,94
76,94,75,94
28,91,28,92
12,90,13,90
92,95,91,95
9,86,10,86
89,83,89,84
73,82,73,81
10,87,11,87
90,82,90,83
74,83,74,82
11,88,12,88
78,95,77,95
46,89,46,88
30,90,29,90
14,91,14,90
94,94,93,94
12,89,13,89
77,94,76,94
45,88,45,87
29,91,28,91
13,90,13,89
93,95,92,95
70,94,69,94
6,90,7,90
22,91,22,90
86,95,85,95
10,86,11,86
90,83,90,84
74,82,74,81
11,87,12,87
91,82,91,83
79,95,78,95
47,89,47,88
31,90,30,90
15,91,15,90
95,94,94,94
12,88,13,88
78,94,77,94
46,88,46,87
30,91,29,91
14,90,14,89
94,95,93,95
45,91,45,90
29,88,29,89
13,89,14,89
93,92,93,93
69,94,68,94
5,90,6,90
21,91,21,90
85,95,84,95
70,95,69,95
6,91,7,91
22,90,22,89
86,94,85,94
11,86,12,86
91,83,91,84
80,95,79,95
64,94,63,94
48,89,48,88
32,88,31,88
16,91,16,90
12,87,13,87
92,82,92,83
79,94,78,94
47,88,47,87
31,91,30,91
15,90,15,89
95,95,94,95
45,90,45,89
29,89,29,90
13,88,14,88
93,93,93,94
46,91,46,90
30,88,30,89
14,89,14,88
68,94,67,94
4,90,5,90
20,91,20,90
84,95,83,95
69,95,68,95
5,91,6,91
21,90,21,89
85,94,84,94
54,91,53,91
6,88,7,88
22,89,22,88
81,95,80,95
65,94,64,94
49,89,49,88
33,88,32,88
1,90,2,90
17,91,17,90
12,86,13,86
92,83,92,84
80,94,79,94
64,95,63,95
48,88,48,87
32,89,31,89
16,90,16,89
96,93,95,93
45,85,45,84
29,86,29,87
13,87,14,87
93,82,93,83
77,83,78,83
47,91,47,90
31,88,31,89
15,89,15,88
46,90,46,89
30,89,30,90
14,88,15,88
67,94,66,94
3,90,4,90
19,91,19,90
83,95,82,95
68,95,67,95
4,91,5,91
20,90,20,89
84,94,83,94
53,91,52,91
5,88,6,88
21,89,21,88
54,90,53,90
6,89,7,89
22,88,22,87
66,94,65,94
50,89,50,88
34,88,33,88
2,90,3,90
18,91,18,90
82,95,81,95
81,94,80,94
65,95,64,95
49,88,49,87
33,89,32,89
1,91,2,91
17,90,17,89
97,93,96,93
45,84,45,83
29,87,29,88
13,86,14,86
93,83,93,84
77,82,78,82
48,91,48,90
32,90,31,90
16,89,16,88
46,85,46,84
30,86,30,87
14,87,15,87
78,83,79,83
47,90,47,89
31,89,30,89
15,88,15,87
95,93,95,94
67,95,66,95
3,91,4,91
19,90,19,89
83,94,82,94
52,91,51,91
4,88,5,88
20,89,20,88
53,90,52,90
5,89,6,89
21,88,21,87
6,86,7,86
22,87,22,86
86,83,87,83
70,82,71,82
82,94,81,94
66,95,65,95
50,88,49,88
34,89,33,89
2,91,3,91
18,90,18,89
49,91,49,90
33,90,32,90
1,88,2,88
17,89,17,88
46,84,45,84
30,87,30,88
14,86,15,86
78,82,79,82
48,90,48,89
32,91,31,91
16,88,16,87
96,95,95,95
47,85,46,85
31,86,31,87
15,87,16,87
79,83,80,83
51,91,50,91
3,88,4,88
19,89,19,88
52,90,51,90
4,89,5,89
20,88,20,87
5,86,6,86
21,87,21,86
85,83,86,83
69,82,70,82
6,87,7,87
22,86,22,85
86,82,87,82
70,83,70,82
50,91,50,90
34,90,33,90
2,88,3,88
18,89,18,88
49,90,49,89
33,91,32,91
1,89,2,89
17,88,17,87
47,84,46,84
31,87,31,88
15,86,16,86
79,82,80,82
48,85,47,85
32,84,32,85
16,87,16,86
80,83,81,83
64,82,65,82
51,90,50,90
3,89,4,89
19,88,19,87
4,86,5,86
20,87,20,86
84,83,85,83
68,82,69,82
5,87,6,87
21,86,21,85
85,82,86,82
69,83,70,83
22,85,22,84
70,80,71,80
50,90,50,89
34,91,33,91
2,89,3,89
18,88,18,87
49,85,48,85
33,84,33,85
1,86,2,86
17,87,17,86
81,83,82,83
65,82,66,82
48,84,47,84
32,85,32,86
16,86,17,86
80,82,81,82
64,83,65,83
3,86,4,86
19,87,19,86
83,83,84,83
67,82,68,82
4,87,5,87
20,86,20,85
84,82,85,82
68,83,69,83
21,85,21,84
69,80,70,80
22,84,22,83
70,81,71,81
50,85,49,85
34,84,34,85
2,86,3,86
18,87,18,86
82,83,83,83
66,82,67,82
49,84,48,84
33,85,33,86
1,87,2,87
17,86,17,85
81,82,82,82
65,83,66,83
3,87,4,87
19,86,19,85
83,82,84,82
67,83,68,83
20,85,20,84
68,80,69,80
21,84,21,83
69,81,70,81
38,80,37,80
22,83,22,82
86,87,87,87
50,84,49,84
34,85,34,86
2,87,3,87
18,86,18,85
82,82,83,82
66,83,67,83
49,87,48,87
33,86,33,87
17,85,17,84
81,81,81,82
65,80,66,80
19,85,19,84
67,80,68,80
20,84,20,83
68,81,69,81
37,80,37,81
21,83,21,82
85,87,86,87
38,81,37,81
22,82,22,81
86,86,87,86
50,87,49,87
34,86,33,86
18,85,18,84
82,81,82,82
66,80,67,80
49,86,48,86
33,87,32,87
17,84,17,83
81,80,81,81
65,81,66,81
19,84,19,83
67,81,68,81
36,80,36,81
20,83,20,82
84,87,85,87
37,81,36,81
21,82,21,81
85,86,86,86
38,82,37,82
22,81,22,80
86,85,87,85
29,74,28,74
77,79,78,79
61,72,61,73
93,78,93,77
50,86,49,86
34,87,33,87
18,84,18,83
82,80,82,81
66,81,67,81
49,81,48,81
33,80,33,81
17,83,17,82
81,87,82,87
35,80,35,81
19,83,19,82
83,87,84,87
36,81,36,82
20,82,20,81
84,86,85,86
37,82,36,82
21,81,21,80
85,85,86,85
38,83,37,83
22,80,22,79
86,84,87,84
28,74,27,74
76,79,77,79
60,72,60,73
92,78,92,77
50,81,49,81
34,80,34,81
18,83,18,82
82,87,83,87
49,80,48,80
33,81,33,82
17,82,17,81
81,86,82,86
35,81,35,82
19,82,19,81
83,86,84,86
36,82,35,82
20,81,20,80
84,85,85,85
37,83,36,83
21,80,21,79
85,84,86,84
22,79,22,78
70,74,71,74
86,75,86,74
27,74,27,73
75,79,76,79
59,72,59,73
91,78,91,77
50,80,49,80
34,81,34,82
18,82,18,81
82,86,83,86
49,83,48,83
33,82,33,83
17,81,17,80
81,85,82,85
10,74,11,74
74,78,75,78
58,73,58,74
90,79,90,78
35,82,35,83
19,81,19,80
83,85,84,85
36,83,35,83
20,80,20,79
84,84,85,84
21,79,21,78
69,74,70,74
85,75,85,74
22,78,22,77
70,75,71,75
86,74,86,73
26,74,26,73
74,79,75,79
58,72,58,73
90,78,90,77
50,83,49,83
34,82,34,83
18,81,18,80
82,85,83,85
49,82,48,82
33,83,33,84
17,80,17,79
81,84,82,84
11,74,11,73
75,78,76,78
59,73,59,74
91,79,91,78
35,83,34,83
19,80,19,79
83,84,84,84
20,79,20,78
21,78,21,77
69,75,70,75
85,74,85,73
38,78,38,79
22,77,22,76
86,73,86,72
25,74,25,73
73,79,74,79
57,72,57,73
89,78,89,77
50,82,49,82
34,83,34,84
18,80,18,79
82,84,83,84
17,79,17,78
81,75,81,76
26,73,26,72
10,72,11,72
74,76,75,76
58,75,59,75
90,77,90,76
12,74,12,73
76,78,77,78
60,73,60,74
92,79,92,78
27,72,26,72
11,73,12,73
75,77,76,77
59,74,59,75
91,76,91,75
19,79,19,78
20,78,20,77
37,78,37,79
21,77,21,76
85,73,85,72
38,79,38,80
22,76,22,75
86,72,86,71
24,74,24,73
72,79,73,79
88,78,88,77
25,73,25,72
73,76,74,76
57,75,58,75
89,77,89,76
10,73,11,73
26,72,25,72
74,77,75,77
58,74,58,75
90,76,90,75
18,79,18,78
82,75,82,76
17,78,17,77
81,74,81,75
13,74,13,73
77,78,78,78
61,73,61,74
93,79,93,78
27,73,26,73
11,72,12,72
75,76,76,76
59,75,59,76
91,77,91,76
28,72,27,72
12,73,12,72
76,77,77,77
60,74,60,75
92,76,91,76
19,78,19,77
36,78,36,79
20,77,20,76
37,79,37,80
21,76,21,75
85,72,85,71
22,75,22,74
70,78,71,78
86,79,86,78
23,74,23,73
71,79,72,79
87,78,87,77
24,73,24,72
72,76,73,76
88,77,88,76
25,72,25,71
73,77,74,77
57,74,58,74
89,76,89,75
18,78,18,77
82,74,82,75
49,79,48,79
33,78,33,79
17,77,17,76
26,71,25,71
10,70,11,70
58,69,58,70
74,66,73,66
90,67,89,67
14,74,14,73
78,78,78,79
62,73,62,74
94,79,94,78
27,70,26,70
11,71,12,71
59,68,59,69
75,67,74,67
91,66,90,66
29,72,28,72
13,73,13,72
77,77,77,78
61,74,61,75
93,76,92,76
28,73,27,73
12,72,13,72
76,76,76,77
60,75,60,76
92,77,92,76
35,78,35,79
19,77,19,76
36,79,36,80
20,76,20,75
29,67,28,67
61,65,61,66
93,71,92,71
21,75,21,74
69,78,70,78
85,79,85,78
22,74,22,73
70,79,71,79
86,78,86,77
17,28,16,28
33,31,33,32
16,29,16,28
32,30,32,31
81,31,80,31
17,27,16,27
65,30,64,30
15,29,15,28
47,31,46,31
63,30,62,30
16,28,15,28
32,31,32,32
81,30,80,30
17,26,16,26
65,31,64,31
80,31,79,31
16,27,15,27
64,30,63,30
15,28,15,27
47,30,46,30
63,31,62,31
81,29,80,29
17,25,16,25
65,28,64,28
80,30,79,30
16,26,15,26
64,31,63,31
94,25,94,26
14,28,14,27
46,30,45,30
62,31,61,31
79,31,78,31
15,27,14,27
81,28,80,28
17,24,16,24
65,29,64,29
80,29,79,29
16,25,15,25
64,28,63,28
79,30,78,30
15,26,14,26
94,30,93,30
78,31,77,31
14,27,14,26
17,23,16,23
24,72,24,71
72,77,73,77
88,76,88,75
80,28,79,28
16,24,15,24
64,29,63,29
79,29,78,29
15,25,14,25
63,26,62,26
16,23,15,23
23,72,23,71
71,77,72,77
87,76,87,75
79,28,78,28
15,24,14,24
63,27,62,27
94,28,93,28
78,29,77,29
14,25,13,25
62,26,61,26
15,23,14,23
94,29,93,29
78,28,77,28
14,24,13,24
62,27,61,27
93,28,93,29
77,29,76,29
13,25,12,25
61,26,61,27
86,31,85,31
6,26,6,25
70,30,69,30
94,18,94,19
14,23,13,23
21,74,21,73
69,79,70,79
85,78,85,77
93,29,92,29
77,28,76,28
13,24,12,24
61,27,60,27
92,28,92,29
76,29,75,29
12,25,11,25
60,26,60,27
35,79,35,80
19,76,19,75
87,31,86,31
7,26,7,25
71,30,70,30
86,28,85,28
6,25,6,24
54,26,54,27
70,29,69,29
93,18,93,19
13,23,12,23
20,74,20,73
68,79,69,79
92,29,92,30
76,28,75,28
12,24,11,24
60,27,60,28
91,28,91,29
75,29,74,29
11,25,10,25
59,26,59,27
50,78,49,78
34,79,34,80
18,76,18,75
88,31,87,31
8,26,8,25
72,30,71,30
7,25,7,24
55,26,55,27
71,29,70,29
86,29,85,29
6,24,6,23
54,27,54,28
70,28,69,28
92,18,92,19
12,23,11,23
19,74,19,73
67,79,68,79
91,29,91,30
75,28,74,28
11,24,10,24
59,27,59,28
50,79,49,79
34,78,34,79
18,77,18,76
90,28,90,29
10,25,10,24
58,26,58,27
74,29,73,29
49,78,48,78
33,79,33,80
17,76,17,75
8,25,8,24
56,26,56,27
72,29,71,29
7,24,7,23
55,27,55,28
71,28,70,28
6,23,6,22
91,18,91,19
11,23,10,23
18,74,18,73
82,78,82,79
66,79,67,79
9,25,9,24
57,26,57,27
73,29,72,29
90,29,90,30
74,28,73,28
10,24,9,24
58,27,58,28
8,24,8,23
56,27,56,28
72,28,71,28
7,23,7,22
6,22,6,21
90,18,90,19
10,23,9,23
17,74,17,73
81,78,81,79
65,79,66,79
9,24,9,23
57,27,57,28
73,28,72,28
8,23,8,22
15,74,15,73
79,78,79,79
7,22,7,21
14,73,14,72
78,77,78,78
62,74,62,75
6,21,6,20
29,73,28,73
13,72,13,71
77,76,77,77
61,75,61,76
93,77,92,77
9,23,9,22
16,74,16,73
80,78,80,79
64,79,65,79
8,22,8,21
15,73,15,72
79,77,79,78
7,21,7,20
14,72,14,71
78,76,78,77
62,75,62,76
6,20,6,19
29,70,28,70
13,71,14,71
61,68,61,69
77,67,76,67
93,66,92,66
9,22,9,21
8,21,8,20
15,72,15,71
79,76,79,77
7,20,7,19
14,71,14,70
62,68,62,69
78,67,77,67
6,19,6,18
29,71,28,71
13,70,14,70
61,69,61,70
77,66,76,66
93,67,92,67
9,21,9,20
16,72,16,71
80,76,80,77
8,20,8,19
15,71,15,70
79,67,78,67
7,19,7,18
14,70,15,70
62,69,62,70
78,66,77,66
94,67,93,67
6,18,6,17
29,68,28,68
13,69,14,69
61,70,61,71
77,65,76,65
93,64,93,65
9,20,9,19
16,73,16,72
80,77,80,78
8,19,8,18
15,70,15,69
79,66,78,66
7,18,7,17
14,69,15,69
62,70,62,71
78,65,77,65
6,17,6,16
29,69,28,69
13,68,14,68
61,71,61,72
77,64,76,64
93,65,93,66
9,19,9,18
16,70,16,69
64,67,63,67
80,66,79,66
8,18,8,17
15,69,16,69
79,65,78,65
7,17,7,16
14,68,15,68
62,71,62,72
78,64,77,64
6,16,6,15
13,67,14,67
61,64,61,65
93,70,92,70
9,18,9,17
16,71,16,70
64,66,63,66
80,67,79,67
8,17,8,16
15,68,16,68
79,64,78,64
7,16,7,15
14,67,15,67
62,64,62,65
70,11,71,11
86,10,87,10
6,15,6,14
9,17,9,16
16,68,17,68
64,65,64,66
80,64,79,64
8,16,8,15
15,67,16,67
63,64,63,65
71,11,72,11
87,10,88,10
7,15,7,14
70,10,71,10
86,11,87,11
6,14,6,13
9,16,9,15
16,69,16,68
64,64,64,65
80,65,79,65
72,11,73,11
88,10,89,10
8,15,8,14
71,10,72,10
87,11,88,11
7,14,7,13
70,9,71,9
86,8,87,8
6,13,6,12
73,11,74,11
89,10,90,10
9,15,9,14
72,10,73,10
88,11,89,11
8,14,8,13
71,9,72,9
87,8,88,8
7,13,7,12
70,8,71,8
86,9,87,9
6,12,7,12
73,10,74,10
89,11,90,11
9,14,9,13
16,67,17,67
72,9,73,9
88,8,88,9
8,13,8,12
71,8,72,8
87,9,88,9
7,12,7,11
73,9,74,9
89,8,89,9
9,13,9,12
72,8,73,8
88,9,89,9
8,12,8,11
6,7,7,7
73,8,74,8
89,9,89,10
9,12,9,11
7,7,8,7
8,7,9,7
9,7,10,7
90,22,90,23
26,18,27,18
17,70,17,69
65,67,64,67
81,66,80,66
90,21,90,22
26,17,27,17
17,69,17,68
65,64,65,65
81,65,80,65
91,22,91,23
27,18,28,18
18,70,18,69
66,67,65,67
82,66,81,66
90,20,90,21
26,16,27,16
17,68,17,67
65,65,64,65
81,64,80,64
91,21,91,22
27,17,28,17
18,69,18,68
66,64,65,64
82,65,81,65
92,22,92,23
28,18,29,18
19,70,19,69
67,67,66,67
83,66,82,66
74,10,75,10
